index,genre,id,title,popularity,runtime,vote_avg,vote_count,cast,director
1087,Crime Drama Mystery Thriller,5955,The Pledge,12.495436,123,6.5,215,Jack Nicholson Aaron Eckhart Helen Mirren Robin Wright Vanessa Redgrave,Sean Penn
1088,Comedy Music,9899,The Producers,6.803965,134,6.1,151,Matthew Broderick Uma Thurman Will Ferrell Eileen Essell Gary Beach,Susan Stroman
1089,Adventure Action,9826,The Phantom,9.025236,100,4.7,136,Billy Zane Kristy Swanson Treat Williams Catherine Zeta-Jones James Remar,Simon Wincer
1090,Drama Romance Western,21355,All the Pretty Horses,7.524671,117,5.8,60,Matt Damon Henry Thomas Pen\u00e9lope Cruz Sam Shepard Robert Patrick,Billy Bob Thornton
1091,History Drama,10858,Nixon,3.770161,192,7.1,71,Anthony Hopkins Joan Allen Powers Boothe Ed Harris Bob Hoskins,Oliver Stone
1092,Thriller Mystery,11439,The Ghost Writer,21.118196,128,6.7,670,Ewan McGregor Pierce Brosnan Jon Bernthal Kim Cattrall Tom Wilkinson,Roman Polanski
1093,Adventure Action Horror Science Fiction,9457,Deep Rising,6.513856,106,6,154,Treat Williams Famke Janssen Anthony Heald Kevin J. O'Connor Una Damon,Stephen Sommers
1094,Drama War,12412,Miracle at St. Anna,11.387408,160,6.3,90,Derek Luke Michael Ealy Laz Alonso John Turturro Valentina Cervi,Spike Lee
1096,Action Crime Thriller,13184,Bangkok Dangerous,14.813057,99,5,332,Nicolas Cage Shahkrit Yamnarm Charlie Yeung Panward Hemmanee Nirattisai Kaljaruek,Danny Pang
1097,Action Comedy Thriller,2185,Big Trouble,5.201688,85,6.3,80,Tim Allen Rene Russo Patrick Warburton Ben Foster Zooey Deschanel,Barry Sonnenfeld
1098,Drama Romance,6639,Love in the Time of Cholera,5.361699,139,6.4,81,Javier Bardem Unax Ugalde Benjamin Bratt Catalina Sandino Moreno H\u00e9ctor Elizondo,Mike Newell
1099,Action Thriller,38153,Shadow Conspiracy,3.848893,103,4,11,Charlie Sheen Donald Sutherland Linda Hamilton Stephen Lang Nicholas Turturro,George P. Cosmatos
1100,Crime Adventure Action Comedy Thriller,58233,Johnny English Reborn,35.6585,101,6,1007,Rowan Atkinson Dominic West Gillian Anderson Rosamund Pike Daniel Kaluuya,Oliver Parker
1101,Animation Action Comedy Family,116977,Foodfight!,5.258726,87,2.3,28,Charlie Sheen Wayne Brady Hilary Duff Eva Longoria Christopher Lloyd,Lawrence Kasanoff
1102,Drama Thriller,68734,Argo,62.01056,120,7.1,3423,Ben Affleck Bryan Cranston Alan Arkin John Goodman Victor Garber,Ben Affleck
1103,Adventure Action Thriller Crime Mystery,5503,The Fugitive,54.884297,130,7.2,1220,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore Joe Pantoliano,Andrew Davis
1104,Action,27573,The Bounty Hunter,33.747825,110,5.5,858,Gerard Butler Jennifer Aniston Gio Perez Siobhan Fallon Joel Garland,Andy Tennant
1105,Crime Drama Thriller,819,Sleepers,16.245068,147,7.3,715,Robert De Niro Brad Pitt Kevin Bacon Jason Patric Ron Eldard,Barry Levinson
1106,Action Adventure Thriller War,1369,Rambo: First Blood Part II,38.653969,96,6.3,864,Sylvester Stallone Richard Crenna Charles Napier Steven Berkoff Julia Nickson,George P. Cosmatos
1107,Drama Thriller,9623,The Juror,3.937352,118,5.5,89,Demi Moore Alec Baldwin Joseph Gordon-Levitt Anne Heche James Gandolfini,Brian Gibson
1108,Animation Family,10895,Pinocchio,46.007991,88,6.9,1355,Mel Blanc Don Brodie Walter Catlett Marion Darlington Frankie Darro,Ben Sharpsteen
1109,Action Drama History Western,10935,Heaven's Gate,5.380124,219,6.4,55,Kris Kristofferson Christopher Walken John Hurt Isabelle Huppert Sam Waterston,Michael Cimino
1110,Fantasy Action Science Fiction Thriller,834,Underworld: Evolution,49.020045,106,6.4,1528,Kate Beckinsale Scott Speedman Tony Curran Shane Brolly Derek Jacobi,Len Wiseman
1111,Drama Science Fiction Thriller,228066,Victor Frankenstein,24.821138,109,5.6,685,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance,Paul McGuigan
1112,Drama,711,Finding Forrester,19.043286,136,7,302,Sean Connery Rob Brown F. Murray Abraham Anna Paquin Busta Rhymes,Gus Van Sant
1113,Comedy Drama,10468,28 Days,5.418921,103,6,208,Sandra Bullock Viggo Mortensen Dominic West Elizabeth Perkins Alan Tudyk,Betty Thomas
1114,Action Crime,10027,Unleashed,25.999888,103,6.6,518,Jet Li Morgan Freeman Bob Hoskins Vincent Regan Dylan Brown,Louis Leterrier
1115,Romance Comedy,11812,The Sweetest Thing,18.65632,84,5.3,280,Cameron Diaz Christina Applegate Thomas Jane Selma Blair Jason Bateman,Roger Kumble
1116,Drama Mystery Thriller,37233,The Firm,23.736535,154,6.6,501,Tom Cruise Jeanne Tripplehorn Gene Hackman Holly Hunter Ed Harris,Sydney Pollack
1117,Drama,37950,Charlie St. Cloud,21.75433,99,6.8,566,Zac Efron Amanda Crew Charlie Tahan Augustus Prew Donal Logue,Burr Steers
1118,Action Thriller Crime,27582,The Mechanic,44.094856,93,6.3,1045,Jason Statham Ben Foster Donald Sutherland Mini Anden Tony Goldwyn,Simon West
1119,Action Comedy Crime,64688,21 Jump Street,62.714026,109,6.7,4074,Channing Tatum Jonah Hill Brie Larson Dave Franco Ellie Kemper,Phil Lord
1120,Romance Comedy Drama,509,Notting Hill,28.969151,124,7,1262,Julia Roberts Hugh Grant Gina McKee Tim McInnerny Rhys Ifans,Roger Michell
1121,Animation Comedy Family,7443,Chicken Run,31.789029,84,6.5,1150,Mel Gibson Miranda Richardson Timothy Spall Imelda Staunton Jane Horrocks,Nick Park
1122,Comedy Romance,5966,Along Came Polly,33.238296,90,5.8,773,Ben Stiller Jennifer Aniston Philip Seymour Hoffman Debra Messing Alec Baldwin,John Hamburg
1123,Comedy Romance,11066,Boomerang,6.420434,117,5.4,134,Eddie Murphy Robin Givens Halle Berry David Alan Grier Grace Jones,Reginald Hudlin
1124,Action Comedy Crime,136795,The Heat,37.654688,117,6.5,1575,Sandra Bullock Melissa McCarthy Demi\u00e1n Bichir Michael Rapaport Taran Killam,Paul Feig
1125,Drama History Romance,8095,Cleopatra,13.244365,248,6.7,146,Elizabeth Taylor Richard Burton Rex Harrison Roddy McDowall Martin Landau,Joseph L. Mankiewicz
1126,Comedy,87826,Here Comes the Boom,26.799913,105,6,593,Salma Hayek Kevin James Henry Winkler Joe Rogan Reggie Lee,Frank Coraci
1127,Drama Mystery Thriller Crime,11560,High Crimes,14.046705,115,6.1,184,Ashley Judd Morgan Freeman Jim Caviezel Amanda Peet Adam Scott,Carl Franklin
1128,Comedy Drama Romance,25189,The Mirror Has Two Faces,3.844926,126,6.5,47,Barbra Streisand Jeff Bridges Lauren Bacall George Segal Mimi Rogers,Barbra Streisand
1129,Drama Horror Mystery,2637,The Mothman Prophecies,14.733513,119,6.1,305,Richard Gere Laura Linney Will Patton Bob Tracey Debra Messing,Mark Pellington
1130,Comedy,18480,Brüno,16.122168,83,5.4,518,Sacha Baron Cohen Richard Bey Ron Paul Gustaf Hammarsten Clifford Ba\u00f1agale,Larry Charles
1131,Adventure Action Thriller,709,Licence to Kill,28.22119,133,5.9,541,Timothy Dalton Carey Lowell Robert Davi Talisa Soto Anthony Zerbe,John Glen
1132,Fantasy Thriller Horror,49730,Red Riding Hood,45.151657,100,5.6,922,Amanda Seyfried Gary Oldman Billy Burke Shiloh Fernandez Max Irons,Catherine Hardwicke
1133,Action Crime Thriller,2749,15 Minutes,15.205371,120,5.7,191,Robert De Niro Charlize Theron Edward Burns Kelsey Grammer Avery Brooks,John Herzfeld
1134,Adventure Comedy Family Fantasy,9607,Super Mario Bros.,14.587367,104,4,232,Bob Hoskins John Leguizamo Dennis Hopper Samantha Mathis Fisher Stevens,Annabel Jankel
1135,Crime Drama Thriller,1830,Lord of War,34.828241,122,7,1335,Nicolas Cage Bridget Moynahan Jared Leto Ethan Hawke Eamonn Walker,Andrew Niccol
1137,Action Comedy Crime,54054,One for the Money,19.438503,91,5.3,388,Katherine Heigl Jason O'Mara Daniel Sunjata John Leguizamo Sherri Shepherd,Julie Anne Robinson
1138,Action Comedy,228967,The Interview,74.168016,112,6.1,2304,James Franco Seth Rogen Lizzy Caplan Randall Park Diana Bang,Seth Rogen
1139,Adventure Fantasy Action Western Thriller,46528,The Warrior's Way,7.349497,100,6.3,136,Kate Bosworth Jang Dong-gun Geoffrey Rush Danny Huston Ti Lung,Sngmoo Lee
1140,Action Comedy Crime,27936,Micmacs à tire-larigot,7.663515,100,6.8,148,Dany Boon Dominique Pinon Andr\u00e9 Dussollier Jean-Pierre Marielle Julie Ferrier,Jean-Pierre Jeunet
1141,Drama,65,8 Mile,32.798571,110,6.8,1626,Eminem Mekhi Phifer Brittany Murphy Kim Basinger Michael Shannon,Curtis Hanson
1142,Adventure Comedy Animation,280391,Pourquoi j'ai pas mangé mon père,5.794466,100,5.3,125,Jamel Debbouze Ari\u00e9 Elmaleh M\u00e9lissa Theuriau Patrice Thibaud Christian Hecq,Jamel Debbouze
1143,Adventure Drama Romance Action,9476,A Knight's Tale,36.670399,132,6.6,907,Heath Ledger Rufus Sewell Shannyn Sossamon Paul Bettany Laura Fraser,Brian Helgeland
1144,Thriller Fantasy Action Comedy,10610,The Medallion,14.653718,88,5.3,281,Jackie Chan Lee Evans Claire Forlani Julian Sands John Rhys-Davies,Gordon Chan
1145,Mystery Thriller Drama,745,The Sixth Sense,73.085576,107,7.7,3147,Bruce Willis Toni Collette Olivia Williams Haley Joel Osment Donnie Wahlberg,M. Night Shyamalan
1146,Action Thriller Crime,49527,Man on a Ledge,34.041407,102,6.2,925,Sam Worthington Elizabeth Banks Jamie Bell Ed Harris Edward Burns,Asger Leth
1147,Comedy,73937,The Big Year,9.419726,100,5.6,248,Owen Wilson Steve Martin Jack Black Rashida Jones Jim Parsons,David Frankel
1148,Drama,1885,The Karate Kid,28.456572,126,6.9,891,Ralph Macchio Pat Morita William Zabka Martin Kove Chad McQueen,John G. Avildsen
1149,Drama Crime,168672,American Hustle,49.664128,138,6.8,2807,Christian Bale Bradley Cooper Amy Adams Jeremy Renner Jennifer Lawrence,David O. Russell
1150,Comedy Romance Drama,18240,The Proposal,36.238968,108,6.7,1804,Sandra Bullock Ryan Reynolds Mary Steenburgen Craig T. Nelson Betty White,Anne Fletcher
1151,Crime Drama Mystery Thriller,10398,Double Jeopardy,19.439386,105,6.2,278,Tommy Lee Jones Ashley Judd Bruce Greenwood Annabeth Gish Benjamin Weir,Bruce Beresford
1152,Adventure Comedy Family Science Fiction,165,Back to the Future Part II,43.345252,108,7.4,3829,Michael J. Fox Christopher Lloyd Lea Thompson Elisabeth Shue James Tolkan,Robert Zemeckis
1153,Action Science Fiction,240832,Lucy,115.241998,89,6.3,5878,Scarlett Johansson Morgan Freeman Choi Min-sik Amr Waked Julian Rhind-Tutt,Luc Besson
1154,Drama Romance Thriller,216015,Fifty Shades of Grey,98.755657,125,5.2,3254,Dakota Johnson Jamie Dornan Jennifer Ehle Eloise Mumford Victor Rasuk,Sam Taylor-Johnson
1155,Action Adventure Comedy Family Science Fiction,12279,Spy Kids 3-D: Game Over,21.998734,84,4.7,511,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Sylvester Stallone,Robert Rodriguez
1156,Crime Drama Thriller,1645,A Time to Kill,25.219805,149,7,509,Matthew McConaughey Sandra Bullock Samuel L. Jackson Kevin Spacey Oliver Platt,Joel Schumacher
1157,Comedy,11007,Cheaper by the Dozen,26.516624,98,6,699,Steve Martin Bonnie Hunt Piper Perabo Tom Welling Hilary Duff,Shawn Levy
1158,Action Drama Thriller War,193756,Lone Survivor,37.084384,121,7.4,1526,Mark Wahlberg Taylor Kitsch Emile Hirsch Ben Foster Yousuf Azami,Peter Berg
1159,Comedy,11287,A League of Their Own,21.661028,128,6.7,354,Tom Hanks Geena Davis Madonna Lori Petty Jon Lovitz,Penny Marshall
1160,Horror,259693,The Conjuring 2,68.794673,134,7,1949,Patrick Wilson Vera Farmiga Madison Wolfe Frances O'Connor Lauren Esposito,James Wan
1161,Drama,37799,The Social Network,69.27822,120,7.1,3391,Jesse Eisenberg Andrew Garfield Justin Timberlake Armie Hammer Max Minghella,David Fincher
1162,Comedy Romance Drama,10184,He's Just Not That Into You,26.253357,129,6.2,959,Ben Affleck Jennifer Aniston Drew Barrymore Jennifer Connelly Kevin Connolly,Ken Kwapis
1163,Comedy,4257,Scary Movie 4,32.549282,83,5.3,750,Anna Faris Regina Hall Craig Bierko Bill Pullman Anthony Anderson,David Zucker
1164,Horror Mystery,4234,Scream 3,24.992057,116,5.7,736,David Arquette Neve Campbell Courteney Cox Patrick Dempsey Scott Foley,Wes Craven
1165,Adventure Comedy Family Science Fiction,196,Back to the Future Part III,45.769562,118,7.1,2900,Michael J. Fox Christopher Lloyd Mary Steenburgen Thomas F. Wilson Lea Thompson,Robert Zemeckis
1166,Comedy,257091,Get Hard,36.301202,100,5.9,944,Will Ferrell Kevin Hart Alison Brie Craig T. Nelson T.I.,Etan Cohen
1167,Romance Horror,6114,Dracula,45.022964,128,7.1,1056,Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves Richard E. Grant,Francis Ford Coppola
1168,Romance Drama,24803,Julie & Julia,22.853006,123,6.6,560,Meryl Streep Amy Adams Stanley Tucci Chris Messina Linda Emond,Nora Ephron
1169,Drama,109410,42,31.884559,128,6.8,787,Chadwick Boseman T.R. Knight Harrison Ford Nicole Beharie Christopher Meloni,Brian Helgeland
1170,Thriller Crime Drama,1213,The Talented Mr. Ripley,31.385257,139,7,767,Matt Damon Gwyneth Paltrow Jude Law Cate Blanchett Philip Seymour Hoffman,Anthony Minghella
1171,Comedy,100042,Dumb and Dumber To,67.767785,110,5.4,1127,Jim Carrey Jeff Daniels Rachel Melvin Kathleen Turner Brady Bluhm,Bobby Farrelly
1172,Adventure Drama Family,9036,Eight Below,24.287306,120,6.7,542,Paul Walker Bruce Greenwood Moon Bloodgood Jason Biggs Gerard Plunkett,Frank Marshall
1173,Comedy,257211,The Intern,53.114573,121,7.1,1881,Robert De Niro Anne Hathaway Rene Russo Anders Holm JoJo Kushner,Nancy Meyers
1174,Action Comedy,323675,Ride Along 2,25.136082,102,6.1,555,Kevin Hart Ice Cube Olivia Munn Tika Sumpter Ken Jeong,Tim Story
1175,Action Adventure Drama History Romance,9361,The Last of the Mohicans,37.776566,112,7.1,732,Daniel Day-Lewis Madeleine Stowe Russell Means Eric Schweig Jodhi May,Michael Mann
1176,Drama Music,1677,Ray,21.743321,152,7.2,467,Jamie Foxx Kerry Washington Regina King Harry Lennix Clifton Powell,Taylor Hackford
1177,Action Thriller Crime,187,Sin City,66.003433,124,7.2,2691,Jessica Alba Devon Aoki Clive Owen Rosario Dawson Mickey Rourke,Robert Rodriguez
1178,Drama Action Thriller Crime,7461,Vantage Point,24.862767,90,6.2,716,Dennis Quaid Matthew Fox Forest Whitaker Sigourney Weaver William Hurt,Pete Travis
1179,Comedy,16538,"I Love You, Man",25.391899,105,6.5,515,Paul Rudd Jason Segel Rashida Jones Andy Samberg J.K. Simmons,John Hamburg
1180,Comedy Romance,9889,Shallow Hal,29.854773,114,5.7,731,Gwyneth Paltrow Jack Black Jason Alexander Joe Viterelli Bruce McGill,Bobby Farrelly
1181,Drama Thriller History,820,JFK,26.82041,189,7.5,502,Kevin Costner Tommy Lee Jones Gary Oldman Kevin Bacon Michael Rooker,Oliver Stone
1182,Comedy Crime,11565,Big Momma's House 2,17.61292,99,5.4,371,Martin Lawrence Nia Long Emily Procter Zachary Levi Mark Moses,John Whitesell
1183,Action Comedy Crime Romance,6073,The Mexican,21.021809,123,5.8,441,Brad Pitt Julia Roberts James Gandolfini J.K. Simmons Gene Hackman,Gore Verbinski
1184,Comedy,16996,17 Again,52.571674,102,6.1,1350,Zac Efron Leslie Mann Matthew Perry Tyler Steelman Allison Miller,Burr Steers
1185,Comedy Romance,193610,The Other Woman,34.519636,109,6.2,1437,Cameron Diaz Leslie Mann Kate Upton Don Johnson Nikolaj Coster-Waldau,Nick Cassavetes
1186,Horror Mystery,19912,The Final Destination,32.478077,82,5.4,831,Bobby Campo Shantel VanSanten Nick Zano Haley Webb Krista Allen,David R. Ellis
1187,Thriller Drama,296098,Bridge of Spies,48.445978,141,7.2,2583,Tom Hanks Mark Rylance Amy Ryan Alan Alda Sebastian Koch,Steven Spielberg
1188,Action Drama Thriller War,8007,Behind Enemy Lines,24.012986,106,6,457,Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield David Keith,John Moore
1189,Comedy,32823,Get Him to the Greek,17.869443,109,5.9,612,Jonah Hill Russell Brand Rose Byrne Elisabeth Moss Colm Meaney,Nicholas Stoller
1190,Drama Romance Comedy,4380,Shall We Dance?,14.231899,107,5.9,297,Richard Gere Jennifer Lopez Susan Sarandon Lisa Ann Walter Stanley Tucci,Peter Chelsom
1191,Comedy Adventure Fantasy Science Fiction Action,11551,Small Soldiers,23.088571,110,6.2,511,Gregory Smith Kirsten Dunst Denis Leary Phil Hartman David Cross,Joe Dante
1192,Action Adventure Fantasy Horror Science Fiction,10336,Spawn,19.833664,96,5,336,Michael Jai White Martin Sheen John Leguizamo Theresa Randle Nicol Williamson,Mark A.Z. Dipp\u00e9
1193,Action Adventure Drama Thriller,11362,The Count of Monte Cristo,26.595983,131,7.3,453,Jim Caviezel Guy Pearce Richard Harris James Frain Dagmara Domi\u0144czyk,Kevin Reynolds
1194,Crime Drama Thriller,50348,The Lincoln Lawyer,26.072228,119,7,902,Matthew McConaughey Marisa Tomei Ryan Phillippe William H. Macy Josh Lucas,Brad Furman
1195,Action Mystery Thriller,48138,Unknown,38.643914,113,6.5,1265,Liam Neeson Diane Kruger January Jones Aidan Quinn Bruno Ganz,Jaume Collet-Serra
1196,Drama Mystery Thriller,1124,The Prestige,74.440708,130,8,4391,Hugh Jackman Christian Bale Michael Caine Scarlett Johansson Andy Serkis,Christopher Nolan
1197,Comedy,227159,Horrible Bosses 2,82.185281,108,6.1,1536,Jason Bateman Jason Sudeikis Charlie Day Jennifer Aniston Kevin Spacey,Sean Anders
1198,Animation Comedy Adventure Family Science Fiction,68179,Escape from Planet Earth,18.14218,89,5.7,332,Brendan Fraser Rob Corddry Ricky Gervais Jessica Alba Sarah Jessica Parker,Callan Brunker
1199,Action Adventure Drama Thriller,1579,Apocalypto,41.570047,139,7.3,1221,Rudy Youngblood Raoul Max Trujillo Gerardo Taracena Iazua Larios Antonio Monroy,Mel Gibson
1200,Action Adventure Thriller,708,The Living Daylights,23.331459,130,6.2,440,Timothy Dalton Maryam d'Abo Jeroen Krabb\u00e9 Joe Don Baker John Rhys-Davies,John Glen
1201,Action Science Fiction Adventure Thriller,34851,Predators,47.649554,107,6,1206,Topher Grace Alice Braga Laurence Fishburne Adrien Brody Danny Trejo,Nimr\u00f3d Antal
1202,Comedy Crime Drama Romance Thriller,9930,Legal Eagles,7.519433,116,5.8,51,Robert Redford Debra Winger Daryl Hannah Brian Dennehy Terence Stamp,Ivan Reitman
1203,Thriller Mystery,1586,Secret Window,32.908414,96,6.4,972,Johnny Depp John Turturro Timothy Hutton Charles S. Dutton Len Cariou,David Koepp
1204,Romance Drama Mystery,2044,The Lake House,29.88736,99,6.5,670,Keanu Reeves Sandra Bullock Shohreh Aghdashloo Christopher Plummer Ebon Moss-Bachrach,Alejandro Agresti
1205,Drama Horror Mystery Thriller,9913,The Skeleton Key,29.105407,104,6.4,573,Kate Hudson Gena Rowlands Peter Sarsgaard John Hurt Joy Bryant,Iain Softley
1206,Fantasy Drama Comedy Family,71864,The Odd Life of Timothy Green,16.394452,105,6.5,386,Jennifer Garner Joel Edgerton Ron Livingston Rosemarie DeWitt CJ Adams,Peter Hedges
1207,Comedy Romance,10761,Made of Honor,19.574774,101,6,394,Patrick Dempsey Michelle Monaghan Kevin McKidd Chris Messina Richmond Arquette,Paul Weiland
1208,Music Drama,209451,Jersey Boys,14.199933,134,6.8,255,Christopher Walken Vincent Piazza Freya Tingley James Madio Sean Whalen,Clint Eastwood
1209,Drama Crime Thriller,11975,The Rainmaker,12.229516,135,6.7,235,Matt Damon Danny DeVito Jon Voight Claire Danes Mary Kay Place,Francis Ford Coppola
1210,Horror Thriller,4970,Gothika,27.303608,98,5.8,629,Halle Berry Robert Downey Jr. Charles S. Dutton Pen\u00e9lope Cruz John Carroll Lynch,Mathieu Kassovitz
1211,Drama History Mystery,11831,Amistad,3.698276,155,6.8,316,Morgan Freeman Nigel Hawthorne Anthony Hopkins Djimon Hounsou Matthew McConaughey,Steven Spielberg
1212,Adventure,9096,Medicine Man,7.021871,106,5.8,114,Sean Connery Lorraine Bracco Jos\u00e9 Wilker Rodolfo De Alexandre Angelo Barra Moreira,John McTiernan
1213,Fantasy Action Science Fiction Thriller Horror,440,Aliens vs Predator: Requiem,39.381913,94,4.9,740,Steven Pasquale Reiko Aylesworth John Ortiz Ariel Gade Sam Trammell,Colin Strause
1214,Comedy Family,11011,Ri¢hie Ri¢h,14.398356,95,5.4,415,Macaulay Culkin John Larroquette Edward Herrmann Christine Ebersole Michael Maccarone,Donald Petrie
1215,Drama Romance,10641,Autumn in New York,8.680334,103,5.7,135,Richard Gere Winona Ryder Anthony LaPaglia Elaine Stritch Vera Farmiga,Joan Chen
1216,Comedy Music Romance,11172,Music and Lyrics,17.659032,96,6.2,554,Drew Barrymore Hugh Grant Scott Porter Brad Garrett Haley Bennett,Marc Lawrence
